0.012421492,0.01147409,0.013000459,0.010947755,0.01484263,0.014368929,0.015421598,0.013842594,0.012895193,0.01515843,0.01178989,0.012368858,0.01484263,0.014737363,0.014105762,0.011684623,0.012526758,0.014737363,0.012263591,0.012684659
0.015211064,0.021740484,0.021074959,0.017377597,0.01811707,0.01811707,0.017599439,0.01944812,0.017821281,0.020261539,0.019226278,0.020927064,0.020631275,0.017599439,0.022184167,0.016859967,0.020927064,0.018191017,0.016859967,0.014105762
0.014158395,0.019078384,0.024854759,0.025952761,0.022159665,0.024156031,0.028148764,0.02186021,0.02186021,0.025952761,0.027350217,0.027849309,0.020762209,0.021660573,0.028248582,0.02006348,0.022958211,0.023557121,0.020261539,0.014000495
0.010579321,0.020335486,0.027350217,0.036118606,0.036377521,0.029386823,0.0324938,0.033529459,0.026927133,0.029127908,0.031069769,0.038448839,0.031717056,0.034694575,0.029775195,0.029904652,0.03443566,0.029246765,0.019817856,0.015053164
0.012210958,0.015233128,0.028548037,0.029775195,0.040812396,0.038231374,0.045006555,0.036456922,0.045167869,0.036618236,0.035972981,0.043877358,0.03677955,0.039360571,0.043877358,0.043877358,0.027703877,0.026851126,0.020409434,0.013526794
0.014737363,0.0159726,0.023257666,0.026797676,0.034037215,0.049826947,0.049440692,0.05465514,0.053110118,0.040943073,0.054848267,0.04538501,0.049247564,0.0411362,0.046350648,0.04565181,0.034565118,0.026252216,0.015233128,0.015316331
0.015263697,0.017821281,0.025653306,0.033917831,0.045329182,0.040943073,0.063979124,0.053093787,0.047317894,0.064867723,0.049539391,0.061979776,0.062424076,0.061979776,0.054462012,0.044038672,0.028221707,0.021061663,0.017525492,0.013579427
0.015474231,0.017673386,0.025952761,0.034565118,0.044199986,0.057938311,0.048650792,0.054995008,0.059168736,0.053521927,0.072426461,0.06088733,0.063833491,0.052205188,0.043839988,0.034843784,0.03003411,0.023157848,0.019004436,0.015684765
0.01163199,0.015233128,0.027849309,0.031458141,0.033875901,0.048861309,0.063534824,0.07021684,0.069866295,0.059699185,0.058395709,0.072733941,0.061132843,0.054648835,0.039204923,0.032908019,0.037801552,0.029446402,0.016194442,0.014316295
0.015684765,0.019004436,0.02954622,0.03689535,0.034037215,0.0571658,0.048872942,0.069234786,0.061784746,0.07180961,0.07180961,0.070387685,0.061378357,0.065089872,0.041908711,0.043716044,0.037154265,0.02305803,0.018191017,0.013737328
0.01163199,0.017229703,0.021760392,0.035212405,0.041941592,0.044419371,0.055537434,0.067270679,0.059438489,0.078192687,0.064362688,0.064652392,0.053276414,0.053982386,0.050985713,0.040489768,0.031199226,0.020862027,0.015011286,0.013842594
0.014211028,0.017007861,0.02894731,0.036765893,0.046942321,0.04036369,0.05020584,0.057695655,0.07064838,0.066737953,0.06100266,0.054485282,0.061132843,0.044874247,0.057745183,0.037586119,0.03741318,0.029745857,0.018043122,0.015105797
0.014474196,0.018191017,0.0283484,0.026020931,0.042102906,0.05291699,0.051760888,0.071198894,0.055486034,0.070462354,0.056468088,0.051803333,0.06088733,0.051316589,0.039977434,0.048071517,0.030293025,0.029246765,0.019300225,0.012105691
0.011263556,0.016933914,0.024754941,0.029645738,0.035005098,0.041522456,0.046651444,0.055537434,0.066644921,0.048428642,0.059758279,0.05020584,0.053315936,0.062646225,0.053303246,0.03548904,0.032105428,0.02774949,0.021001011,0.015105797
0.011421456,0.017229703,0.025054396,0.035082947,0.038715316,0.052530735,0.052337607,0.042294967,0.048475053,0.053689501,0.044419371,0.05465514,0.056393289,0.039011796,0.048861309,0.037747433,0.034176746,0.020362935,0.015750759,0.010789855
0.014474196,0.018338911,0.025952761,0.038189924,0.033714588,0.041457651,0.035811667,0.036295609,0.039521885,0.038231374,0.040005826,0.038070061,0.032424077,0.032424077,0.043393417,0.041296337,0.028480621,0.0283484,0.019300225,0.013053093
0.015316331,0.017081809,0.026950944,0.036506978,0.029904652,0.02757442,0.03003411,0.029386823,0.028739536,0.035859691,0.031069769,0.031069769,0.037931009,0.027444962,0.033529459,0.027186048,0.038060467,0.023257666,0.015307075,0.014053128
0.015053164,0.017747334,0.027549854,0.021760392,0.021061663,0.024954578,0.0283484,0.025353851,0.021760392,0.029146947,0.02774949,0.021960028,0.021560755,0.023956395,0.02715058,0.021760392,0.0212613,0.027350217,0.019300225,0.010684588
0.013421527,0.021370747,0.019004436,0.01545497,0.017451545,0.018412859,0.01996575,0.018856542,0.016564178,0.016712072,0.016933914,0.019374172,0.020705222,0.020705222,0.015233128,0.015233128,0.015898653,0.016046547,0.017377597,0.013789961
